Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword
A1228,Data Analytics Corse,92,3916,188.10,,6,0.065,1005.00,11/14/2024,hyderabad,DESKTOP,online data analytic
A1229,Data Anlytics Corse,165,4551,185.35,30,,,1662.00,11/6/2024,Hyderbad,desktop,data analitics online
A1230,Data Analytics Corse,127,3344,201.70,10,8,,1190.00,11/11/2024,HYDERABAD,DESKTOP,analytics for data
A1231,Data Analytics Corse,178,4441,231.97,22,4,0.022,1886.00,11/24/2024,hyderabad,MOBILE,analytics for data
A1232,Data Anlytics Corse,101,,234.17,29,5,0.05,1568.00,11/27/2024,hyderabad,mobile,data anaytics training
A1233,Data Anlytics Corse,161,5977,193.27,24,,,1366.00,13-11-2024,Hyderbad,Desktop,online data analytic
A1234,Data Anlytics Corse,95,4562,187.62,24,9,0.095,1239.00,11/26/2024,hydrebad,Desktop,data anaytics training
A1235,Data Analytcis Course,85,5099,232.56,28,9,,1526.00,2/11/2024,hydrebad,mobile,data anaytics training
A1236,Data Analytics Corse,192,5852,181.05,16,8,0.042,1600.00,11/21/2024,HYDERABAD,DESKTOP,analytics for data
A1237,Data Anlytics Corse,80,3823,181.57,13,4,,1564.00,11/13/2024,hydrebad,Desktop,online data analytic
A1238,DataAnalyticsCourse,191,4612,238.23,20,10,0.052,1531.00,1/11/2024,Hyderbad,mobile,learn data analytics
A1239,DataAnalyticsCourse,147,5881,196.34,23,7,0.048,1614.00,11/18/2024,HYDERABAD,desktop,data anaytics training
A1240,Data Analytics Corse,100,5204,197.53,26,4,0.04,1675.00,24-11-2024,hydrebad,TABLET,data analytics course
A1241,Data Analytcis Course,82,5130,233.75,,9,0.11,,15-11-2024,Hyderbad,Mobile,data analitics online
A1242,DataAnalyticsCourse,123,5231,202.93,30,10,0.081,1551.00,11/23/2024,HYDERABAD,Desktop,online data analytic
A1243,Data Anlytics Corse,165,5980,248.41,17,3,0.018,1803.00,6/11/2024,Hyderbad,Tablet,online data analytic
A1244,DataAnalyticsCourse,167,3202,214.87,26,6,0.036,1571.00,12/11/2024,HYDERABAD,desktop,data analitics online
A1245,Data Anlytics Corse,111,5847,196.71,21,9,0.081,1445.00,11/30/2024,hyderabad,mobile,online data analytic
A1246,Data Analytcis Course,94,4359,,28,5,0.045,1920.00,11/7/2024,hydrebad,tablet,learn data analytics
A1247,Data Analytics Corse,179,3185,236.74,29,5,,1156.00,11/11/2024,hyderabad,Desktop,data analytics course
A1248,DataAnalyticsCourse,166,5592,183.03,22,4,0.024,1636.00,11/22/2024,HYDERABAD,TABLET,online data analytic
A1249,Data Analytcis Course,90,5062,191.40,23,6,,1775.00,11/19/2024,hyderabad,Tablet,data analytics course
A1250,Data Analytcis Course,106,5830,241.90,29,10,0.035,1897.00,11/2/2024,hyderabad,DESKTOP,data anaytics training
A1251,Data Analytics Corse,,4629,236.96,10,6,,1183.00,6/11/2024,HYDERABAD,desktop,data anaytics training
A1252,Data Anlytics Corse,158,4780,247.20,23,9,,1005.00,11/24/2024,Hyderbad,DESKTOP,learn data analytics
A1253,Data Analytics Corse,187,3800,241.00,16,8,0.043,1842.00,11/9/2024,Hyderbad,Mobile,analytics for data
A1254,Data Anlytics Corse,95,4096,242.69,26,9,0.095,1550.00,22-11-2024,Hyderbad,TABLET,online data analytic
A1255,Data Analytcis Course,118,3562,231.50,12,3,0.025,1856.00,11/19/2024,hydrebad,DESKTOP,data analytics course
A1256,DataAnalyticsCourse,166,3910,191.32,27,7,0.042,,11/15/2024,hydrebad,Mobile,analytics for data
A1257,DataAnalyticsCourse,146,5411,201.76,28,7,0.048,1393.00,14-11-2024,hydrebad,Desktop,data analitics online
A1258,DataAnalyticsCourse,101,4026,219.68,22,9,0.089,1149.00,15-11-2024,hyderabad,DESKTOP,analytics for data
A1259,Data Anlytics Corse,185,3716,218.23,27,7,0.056,1015.00,11/3/2024,hydrebad,DESKTOP,online data analytic
A1260,Data Analytcis Course,147,5162,186.79,30,7,0.048,1733.00,11/25/2024,hyderabad,Desktop,analytics for data
A1261,Data Analytcis Course,188,3859,211.83,30,9,0.048,1719.00,11/28/2024,HYDERABAD,MOBILE,online data analytic
A1262,Data Anlytics Corse,122,3350,225.89,28,3,,1509.00,11/24/2024,HYDERABAD,DESKTOP,data analitics online
A1263,Data Analytics Corse,143,5340,,20,9,0.063,1223.00,11/5/2024,Hyderbad,tablet,online data analytic
A1264,Data Analytics Corse,170,3124,234.92,17,3,0.018,1232.00,11/11/2024,hydrebad,Desktop,data anaytics training
A1265,Data Analytics Corse,114,5017,242.62,11,6,0.053,1303.00,11/17/2024,hydrebad,MOBILE,data analitics online
A1266,Data Analytics Corse,186,3424,201.81,27,3,0.016,1337.00,11/26/2024,hydrebad,DESKTOP,data anaytics training
A1267,Data Analytcis Course,120,4060,210.95,24,9,0.075,1376.00,11/5/2024,hydrebad,tablet,data analitics online
A1268,Data Analytcis Course,130,5688,212.05,21,5,0.038,1454.00,17-11-2024,Hyderbad,DESKTOP,learn data analytics
A1269,Data Analytics Corse,178,5029,189.79,25,8,0.045,1510.00,9/11/2024,hyderabad,desktop,data anaytics training
A1270,DataAnalyticsCourse,196,5476,204.63,19,4,0.02,1288.00,26-11-2024,hyderabad,desktop,data anaytics training
A1271,Data Analytcis Course,110,5000,197.89,18,3,0.027,1110.00,11/12/2024,HYDERABAD,desktop,online data analytic
A1272,Data Analytcis Course,95,4141,207.14,22,3,0.054,1929.00,11/11/2024,hyderabad,Tablet,learn data analytics
A1273,Data Anlytics Corse,183,4791,232.97,27,5,,1476.00,11/21/2024,hydrebad,desktop,data analitics online
A1274,DataAnalyticsCourse,100,4168,193.60,30,3,0.03,1692.00,11/25/2024,hyderabad,desktop,online data analytic
A1275,Data Analytcis Course,187,3741,226.11,27,10,0.053,1342.00,14-11-2024,Hyderbad,tablet,learn data analytics
A1276,Data Analytcis Course,90,3577,233.54,24,5,0.052,1175.00,11/14/2024,hyderabad,tablet,analytics for data
A1277,Data Analytics Corse,148,4469,209.76,25,8,0.054,,11/25/2024,Hyderbad,tablet,data analytics course
A1278,Data Analytcis Course,129,3611,227.82,11,7,0.054,1250.00,11/22/2024,HYDERABAD,tablet,data anaytics training
A1279,Data Analytcis Course,120,3947,193.49,15,6,0.05,1305.00,11/12/2024,hydrebad,mobile,data anaytics training
A1280,Data Analytcis Course,82,4239,191.75,23,8,,1062.00,11/22/2024,Hyderbad,Mobile,learn data analytics
A1281,Data Analytics Corse,145,5973,242.16,12,7,0.048,1508.00,11/14/2024,HYDERABAD,Tablet,online data analytic
A1282,Data Analytics Corse,190,4525,188.85,10,5,0.026,1875.00,11/1/2024,Hyderbad,tablet,data anaytics training
A1283,Data Anlytics Corse,137,4395,241.58,24,4,0.043,1512.00,11/6/2024,hyderabad,desktop,online data analytic
A1284,Data Analytics Corse,157,3047,222.66,19,3,0.019,1964.00,1/11/2024,hydrebad,mobile,data analitics online
A1285,DataAnalyticsCourse,105,5348,226.10,27,5,0.048,1003.00,12/11/2024,HYDERABAD,TABLET,learn data analytics
A1286,Data Analytics Corse,149,3101,231.44,15,9,0.06,1126.00,11/6/2024,HYDERABAD,Tablet,data anaytics training
A1287,Data Analytics Corse,159,3693,187.09,24,6,0.038,1256.00,24-11-2024,HYDERABAD,Desktop,learn data analytics
A1288,Data Analytics Corse,150,5590,,20,8,,1286.00,2/11/2024,hydrebad,Mobile,data analytics course
A1289,Data Anlytics Corse,,5277,227.46,10,5,,1541.00,11/15/2024,HYDERABAD,tablet,data analitics online
A1290,Data Anlytics Corse,98,4653,205.84,29,5,0.051,1866.00,2/11/2024,Hyderbad,Mobile,data analitics online
A1291,Data Analytics Corse,86,3513,211.16,22,7,,1917.00,10/11/2024,HYDERABAD,desktop,data analytics course
A1292,Data Analytics Corse,128,5772,235.54,20,10,0.078,1215.00,4/11/2024,HYDERABAD,desktop,data anaytics training
A1293,Data Anlytics Corse,105,5840,236.56,22,8,0.047,1811.00,24-11-2024,hydrebad,TABLET,data analytics course
A1294,Data Anlytics Corse,90,,249.00,21,10,,1245.00,19-11-2024,hyderabad,mobile,data analytics course
A1295,Data Analytics Corse,89,5158,211.76,20,5,0.056,1119.00,11/21/2024,HYDERABAD,Desktop,online data analytic
A1296,Data Anlytics Corse,119,3489,194.36,14,3,0.055,1633.00,11/10/2024,hyderabad,MOBILE,data analytics course
A1297,DataAnalyticsCourse,173,3977,229.82,30,5,0.037,1584.00,11/22/2024,hyderabad,Desktop,learn data analytics
A1298,Data Analytics Corse,95,3397,181.89,,7,0.074,1560.00,11/27/2024,HYDERABAD,TABLET,data analytics course
A1299,Data Analytics Corse,112,5194,245.97,10,5,0.045,1016.00,21-11-2024,hydrebad,tablet,data anaytics training
A1300,Data Analytcis Course,134,3007,217.53,10,5,0.037,1371.00,30-11-2024,hydrebad,mobile,data anaytics training
A1301,Data Analytcis Course,113,5721,216.70,11,6,0.053,1743.00,11/17/2024,Hyderbad,Desktop,data anaytics training
A1302,DataAnalyticsCourse,157,3546,189.11,16,5,0.032,1333.00,28-11-2024,hydrebad,mobile,data analitics online
A1303,DataAnalyticsCourse,105,3670,245.85,24,9,,1653.00,11/24/2024,hydrebad,TABLET,data analytics course
A1304,Data Anlytics Corse,162,5915,211.96,11,,,1394.00,11/20/2024,HYDERABAD,Tablet,analytics for data
A1305,Data Analytcis Course,,4450,219.21,16,10,0.056,1917.00,11/10/2024,hyderabad,mobile,learn data analytics
A1306,DataAnalyticsCourse,136,5782,189.65,23,6,0.044,1951.00,11/11/2024,HYDERABAD,Tablet,data anaytics training
A1307,DataAnalyticsCourse,192,4339,245.57,24,8,0.047,1284.00,11/18/2024,hyderabad,mobile,learn data analytics
A1308,Data Anlytics Corse,147,5870,,14,8,0.054,1748.00,11/2/2024,hyderabad,MOBILE,data anaytics training
A1309,DataAnalyticsCourse,164,5662,186.41,11,9,0.055,1020.00,17-11-2024,hydrebad,tablet,data analytics course
A1310,DataAnalyticsCourse,192,5130,184.63,19,4,,1087.00,11/7/2024,hyderabad,DESKTOP,data analytics course
A1311,Data Analytcis Course,139,4608,224.99,12,8,,1095.00,11/12/2024,Hyderbad,desktop,data anaytics training
A1312,Data Analytics Corse,199,5290,218.55,20,7,0.035,1234.00,11/30/2024,HYDERABAD,tablet,learn data analytics
A1313,Data Analytcis Course,82,4961,220.29,27,7,0.059,1149.00,2/11/2024,HYDERABAD,Tablet,data analytics course
A1314,Data Analytics Corse,175,4347,242.06,17,3,0.017,1617.00,11/22/2024,hyderabad,desktop,data anaytics training
A1315,Data Anlytics Corse,181,5664,204.74,22,5,0.028,1719.00,22-11-2024,hyderabad,desktop,data analytics course
A1316,DataAnalyticsCourse,146,3757,192.59,25,9,,1169.00,11/9/2024,HYDERABAD,DESKTOP,online data analytic
A1317,Data Analytcis Course,192,4225,242.00,24,6,0.031,1032.00,11/1/2024,hydrebad,mobile,data analitics online
A1318,Data Anlytics Corse,149,3410,181.12,20,4,0.033,1806.00,11/17/2024,Hyderbad,Desktop,learn data analytics
A1319,Data Analytcis Course,93,3934,226.84,20,6,0.065,1964.00,11/18/2024,hyderabad,MOBILE,data analitics online
A1320,Data Analytcis Course,182,3384,187.67,18,8,0.044,1769.00,11/1/2024,hydrebad,Desktop,analytics for data
A1321,Data Anlytics Corse,99,3842,246.30,23,8,0.081,1452.00,10/11/2024,HYDERABAD,TABLET,online data analytic
A1322,Data Anlytics Corse,188,4022,238.61,20,8,0.043,,11/6/2024,hyderabad,Mobile,data analitics online
A1323,Data Analytics Corse,193,5786,201.51,16,10,0.052,1617.00,11/5/2024,hyderabad,tablet,data anaytics training
A1324,Data Analytcis Course,107,4423,239.47,25,9,0.084,1370.00,11/23/2024,HYDERABAD,DESKTOP,analytics for data
A1325,DataAnalyticsCourse,131,4228,230.18,16,9,0.069,1393.00,11/7/2024,hydrebad,Desktop,data anaytics training
A1326,Data Analytics Corse,139,5120,199.30,24,5,0.036,1835.00,11/23/2024,hydrebad,mobile,data analytics course
A1327,DataAnalyticsCourse,141,3600,227.54,20,6,0.043,1367.00,11/7/2024,HYDERABAD,DESKTOP,learn data analytics
A1328,Data Anlytics Corse,175,5016,,16,3,0.017,1836.00,11/7/2024,hyderabad,Tablet,learn data analytics
A1329,Data Analytics Corse,96,5771,213.98,30,3,0.031,1130.00,30-11-2024,Hyderbad,MOBILE,analytics for data
A1330,DataAnalyticsCourse,,4615,194.89,12,6,,1923.00,11/25/2024,Hyderbad,TABLET,data anaytics training
A1331,Data Analytics Corse,187,3115,184.61,12,3,0.016,1324.00,11/30/2024,Hyderbad,MOBILE,learn data analytics
A1332,DataAnalyticsCourse,153,5886,218.33,29,3,0.02,1424.00,11/20/2024,HYDERABAD,MOBILE,analytics for data
A1333,DataAnalyticsCourse,122,4929,192.72,10,10,0.082,,11/12/2024,Hyderbad,Desktop,data anaytics training
A1334,Data Analytics Corse,151,4357,238.69,28,9,0.06,1447.00,11/13/2024,HYDERABAD,tablet,analytics for data
A1335,Data Anlytics Corse,116,4519,184.29,23,7,,1070.00,11/12/2024,HYDERABAD,Desktop,data anaytics training
A1336,Data Anlytics Corse,145,5612,207.34,22,4,0.028,1689.00,12/11/2024,HYDERABAD,DESKTOP,learn data analytics
A1337,Data Analytics Corse,90,3251,198.69,12,7,0.078,1044.00,30-11-2024,HYDERABAD,Mobile,learn data analytics
A1338,Data Analytics Corse,133,3360,203.78,13,9,0.068,1654.00,11/14/2024,hydrebad,Mobile,online data analytic
A1339,DataAnalyticsCourse,135,5891,245.69,21,6,0.044,1947.00,11/5/2024,Hyderbad,Mobile,learn data analytics
A1340,Data Analytcis Course,155,5835,239.52,10,4,0.041,,11/13/2024,hyderabad,mobile,analytics for data
A1341,Data Anlytics Corse,100,4928,186.68,22,10,0.1,1071.00,11/23/2024,HYDERABAD,Mobile,analytics for data
A1342,Data Analytcis Course,138,4049,182.66,20,7,0.051,1292.00,11/20/2024,HYDERABAD,Mobile,online data analytic
A1343,DataAnalyticsCourse,109,4114,243.33,18,6,0.044,1456.00,11/25/2024,Hyderbad,tablet,learn data analytics
A1344,Data Anlytics Corse,124,3947,198.11,11,4,0.032,1308.00,26-11-2024,hyderabad,mobile,data analytics course
A1345,Data Analytcis Course,,3705,239.26,25,,,1506.00,2/11/2024,HYDERABAD,TABLET,online data analytic
A1346,Data Analytics Corse,197,5365,208.86,14,4,0.031,1106.00,11/1/2024,HYDERABAD,Tablet,data anaytics training
A1347,Data Analytcis Course,114,5213,224.65,26,4,0.035,1218.00,11/29/2024,hyderabad,Tablet,online data analytic
A1348,Data Anlytics Corse,117,3951,212.02,16,5,0.052,1949.00,11/10/2024,Hyderbad,Desktop,data anaytics training
A1349,Data Analytics Corse,198,3405,224.90,13,10,0.051,1631.00,11/14/2024,HYDERABAD,Tablet,online data analytic
A1350,Data Analytcis Course,160,5367,208.47,20,8,,1853.00,15-11-2024,hyderabad,Tablet,data analytics course
A1351,DataAnalyticsCourse,137,3602,194.55,23,5,0.036,1580.00,11/2/2024,Hyderbad,TABLET,data analytics course
A1352,Data Anlytics Corse,163,3917,209.01,10,3,,1823.00,11/17/2024,Hyderbad,TABLET,data anaytics training
A1353,Data Analytics Corse,138,5671,244.12,26,3,,,13-11-2024,Hyderbad,tablet,analytics for data
A1354,Data Analytics Corse,194,5019,227.67,28,7,0.036,1019.00,22-11-2024,hydrebad,Mobile,learn data analytics
A1355,Data Analytics Corse,177,3569,190.31,13,8,0.035,1403.00,11/25/2024,Hyderbad,mobile,online data analytic
A1356,DataAnalyticsCourse,113,3420,223.48,22,10,0.058,1138.00,11/23/2024,hyderabad,MOBILE,online data analytic
A1357,Data Anlytics Corse,133,3064,221.80,22,5,0.038,1538.00,11/11/2024,HYDERABAD,mobile,learn data analytics
A1358,DataAnalyticsCourse,118,3730,207.50,25,8,0.039,1011.00,11/12/2024,hydrebad,MOBILE,data anaytics training
A1359,Data Analytcis Course,109,5852,235.44,20,5,0.046,1946.00,14-11-2024,HYDERABAD,DESKTOP,analytics for data
A1360,Data Anlytics Corse,109,4011,184.51,13,6,0.053,1375.00,11/23/2024,HYDERABAD,DESKTOP,data analitics online
A1361,Data Analytcis Course,128,4636,243.83,20,10,0.059,1941.00,2/11/2024,HYDERABAD,MOBILE,data anaytics training
A1362,Data Analytics Corse,181,3087,201.29,19,10,,,20-11-2024,Hyderbad,mobile,data analitics online
A1363,Data Analytics Corse,89,5872,198.32,14,6,0.067,1553.00,11/20/2024,hyderabad,mobile,online data analytic
A1364,Data Analytics Corse,157,5762,248.10,26,4,0.025,1999.00,11/5/2024,HYDERABAD,TABLET,data analitics online
A1365,DataAnalyticsCourse,88,3396,193.79,19,5,0.057,1860.00,11/18/2024,hydrebad,Mobile,online data analytic
A1366,DataAnalyticsCourse,130,3092,211.39,28,7,0.054,1031.00,11/24/2024,hydrebad,Tablet,data analytics course
A1367,Data Anlytics Corse,194,4240,213.45,18,4,,1890.00,11/23/2024,hyderabad,Tablet,data analitics online
A1368,DataAnalyticsCourse,180,4297,200.04,24,5,,1050.00,11/18/2024,hyderabad,Mobile,data analytics course
A1369,DataAnalyticsCourse,,5518,243.83,15,10,,1862.00,11/22/2024,HYDERABAD,mobile,data analitics online
A1370,Data Analytics Corse,,5039,235.44,24,7,,1839.00,11/8/2024,hyderabad,DESKTOP,data analitics online
A1371,Data Analytcis Course,,3596,210.31,23,9,,1269.00,11/1/2024,Hyderbad,Tablet,online data analytic
A1372,DataAnalyticsCourse,118,4845,190.25,11,3,0.046,1446.00,11/18/2024,hydrebad,desktop,analytics for data
A1373,Data Anlytics Corse,101,4883,237.89,11,6,,1368.00,11/14/2024,Hyderbad,DESKTOP,analytics for data
A1374,Data Analytics Corse,120,4618,200.91,18,7,0.058,1775.00,11/2/2024,hydrebad,Tablet,data analitics online
A1375,Data Analytcis Course,194,3941,240.35,27,10,0.052,1373.00,11/11/2024,hyderabad,desktop,data analytics course
A1376,Data Analytcis Course,135,5096,230.32,14,4,0.03,1478.00,11/18/2024,Hyderbad,Mobile,data anaytics training
A1377,DataAnalyticsCourse,190,5537,188.98,20,4,0.021,1989.00,11/4/2024,HYDERABAD,Tablet,learn data analytics
A1378,Data Analytcis Course,198,4208,180.06,19,8,0.04,1462.00,11/8/2024,hyderabad,MOBILE,data anaytics training
A1379,Data Anlytics Corse,87,5358,236.57,19,5,0.057,1141.00,11/2/2024,Hyderbad,tablet,learn data analytics
A1380,Data Analytcis Course,106,5583,218.81,13,3,0.028,1049.00,15-11-2024,hyderabad,Desktop,data analytics course
A1381,Data Anlytics Corse,169,3069,227.70,12,5,0.03,1063.00,28-11-2024,HYDERABAD,MOBILE,data analytics course
A1382,Data Anlytics Corse,195,3738,202.08,18,7,,1647.00,11/16/2024,hyderabad,TABLET,online data analytic
A1383,Data Anlytics Corse,161,4852,235.10,10,8,0.05,1738.00,11/24/2024,hyderabad,DESKTOP,online data analytic
A1384,Data Anlytics Corse,195,5120,249.60,26,3,0.015,1571.00,11/4/2024,HYDERABAD,mobile,data anaytics training
A1385,Data Analytcis Course,111,3550,231.81,10,9,0.081,1462.00,11/26/2024,hyderabad,MOBILE,data anaytics training
A1386,DataAnalyticsCourse,124,5618,205.95,25,7,0.056,1374.00,19-11-2024,Hyderbad,mobile,data analytics course
A1387,Data Analytics Corse,89,4700,219.95,28,6,0.067,1493.00,11/19/2024,HYDERABAD,Mobile,data analytics course
A1388,Data Analytics Corse,122,5874,201.04,10,7,,1352.00,30-11-2024,Hyderbad,desktop,data analytics course
A1389,DataAnalyticsCourse,177,5965,199.70,28,3,0.017,1090.00,11/13/2024,hyderabad,mobile,data analitics online
A1390,Data Analytics Corse,163,5774,221.61,29,9,0.055,1396.00,11/8/2024,HYDERABAD,desktop,learn data analytics
A1391,DataAnalyticsCourse,124,4079,189.07,18,3,0.024,1430.00,11/23/2024,Hyderbad,desktop,data analytics course
A1392,Data Analytics Corse,105,3670,218.45,25,6,,1650.00,11/22/2024,hydrebad,DESKTOP,online data analytic
A1393,Data Anlytics Corse,122,3394,,20,4,,1053.00,11/3/2024,hydrebad,mobile,data analitics online
A1394,Data Analytics Corse,166,5730,241.30,16,5,0.03,,11/17/2024,HYDERABAD,mobile,data analitics online
A1395,Data Analytcis Course,96,3761,196.45,10,5,0.035,1518.00,11/30/2024,hydrebad,tablet,online data analytic
A1396,Data Anlytics Corse,135,4505,214.64,17,9,,1500.00,6/11/2024,hyderabad,Mobile,online data analytic
A1397,Data Anlytics Corse,179,3975,183.25,14,3,0.017,,11/6/2024,hydrebad,TABLET,data analytics course
A1398,Data Analytcis Course,163,,206.46,14,3,,1103.00,11/12/2024,HYDERABAD,tablet,learn data analytics
A1399,Data Analytcis Course,198,5883,,19,9,0.045,1182.00,27-11-2024,HYDERABAD,Mobile,data analitics online
A1400,Data Analytcis Course,86,3555,225.23,11,6,0.035,1193.00,11/11/2024,hyderabad,DESKTOP,data anaytics training
A1401,Data Analytcis Course,89,3760,218.69,21,9,0.101,1474.00,25-11-2024,Hyderbad,desktop,learn data analytics
A1402,Data Analytics Corse,118,3596,236.66,29,9,0.076,1154.00,11/23/2024,hyderabad,tablet,data analytics course
A1403,DataAnalyticsCourse,,3217,232.15,21,8,,1726.00,21-11-2024,HYDERABAD,MOBILE,data anaytics training
A1404,Data Analytcis Course,95,5386,184.96,23,8,0.051,1045.00,20-11-2024,hydrebad,Desktop,online data analytic
A1405,Data Anlytics Corse,144,5381,199.43,10,10,0.069,1085.00,11/9/2024,Hyderbad,Desktop,data anaytics training
A1406,Data Analytcis Course,107,5536,238.75,15,3,0.034,1822.00,11/17/2024,HYDERABAD,mobile,analytics for data
A1407,Data Analytics Corse,146,3165,211.09,16,7,0.048,1706.00,11/8/2024,HYDERABAD,MOBILE,learn data analytics
A1408,Data Anlytics Corse,114,5217,247.94,11,10,0.088,1876.00,11/18/2024,HYDERABAD,desktop,data analitics online
A1409,Data Analytcis Course,162,4301,223.77,21,7,0.043,1066.00,20-11-2024,hydrebad,MOBILE,learn data analytics
A1410,Data Anlytics Corse,95,5971,214.57,29,10,,1539.00,11/16/2024,HYDERABAD,mobile,analytics for data
A1411,Data Analytics Corse,163,5160,184.84,19,4,0.041,1773.00,11/23/2024,hydrebad,DESKTOP,data analytics course
A1412,Data Anlytics Corse,148,5947,212.38,12,4,,1294.00,11/24/2024,Hyderbad,MOBILE,online data analytic
